namestate,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Wisconsin,WI,55,2012,-1.79,403.7,191.13,118.28
Wisconsin,WI,55,2013,-0.16,403.04,190.82,118.09
Wisconsin,WI,55,2014,1.67,409.77,194,120.06
Wisconsin,WI,55,2015,2.7,420.83,199.24,123.3
Wisconsin,WI,55,2016,3.94,437.39,207.08,128.15
Wisconsin,WI,55,2017,5.1,459.69,217.64,134.69
Wisconsin,WI,55,2018,5.66,485.72,229.96,142.31
Wisconsin,WI,55,2019,4.11,505.69,239.42,148.16
Wisconsin,WI,55,2020,2.91,520.4,246.38,152.47
Wyoming,WY,56,1975,0,100,55.92,33.36
Wyoming,WY,56,1976,16.36,116.36,65.07,38.82
Wyoming,WY,56,1977,14.58,133.31,74.56,44.48
Wyoming,WY,56,1978,15.02,153.34,85.75,51.16
Wyoming,WY,56,1979,22.21,187.4,104.8,62.52
Wyoming,WY,56,1980,6.1,198.84,111.2,66.34
Wyoming,WY,56,1981,13.19,225.06,125.86,75.09
Wyoming,WY,56,1982,1.3,227.99,127.5,76.07
Wyoming,WY,56,1983,-7.32,211.31,118.17,70.5
Wyoming,WY,56,1984,-5.9,198.85,111.21,66.34
Wyoming,WY,56,1985,-3.5,191.88,107.31,64.02
Wyoming,WY,56,1986,-0.27,191.37,107.02,63.85
Wyoming,WY,56,1987,-8.23,175.61,98.21,58.59
Wyoming,WY,56,1988,-8.54,160.62,89.83,53.59
Wyoming,WY,56,1989,4.63,168.06,93.99,56.07
Wyoming,WY,56,1990,6.4,178.81,100,59.66
Wyoming,WY,56,1991,5.68,188.96,105.68,63.04
Wyoming,WY,56,1992,5.54,199.44,111.53,66.54
Wyoming,WY,56,1993,7.27,213.93,119.64,71.38
Wyoming,WY,56,1994,8.33,231.76,129.61,77.32
Wyoming,WY,56,1995,8.99,252.59,141.26,84.27
Wyoming,WY,56,1996,3.95,262.58,146.84,87.6
Wyoming,WY,56,1997,3.29,271.21,151.67,90.48
Wyoming,WY,56,1998,2.93,279.17,156.12,93.14
Wyoming,WY,56,1999,2.39,285.83,159.85,95.36
Wyoming,WY,56,2000,4.86,299.73,167.62,100
Wyoming,WY,56,2001,5.59,316.49,176.99,105.59
Wyoming,WY,56,2002,5.49,333.86,186.71,111.39
Wyoming,WY,56,2003,4.91,350.24,195.87,116.85
Wyoming,WY,56,2004,8.64,380.51,212.8,126.95
Wyoming,WY,56,2005,11.51,424.31,237.29,141.56
Wyoming,WY,56,2006,12.12,475.75,266.06,158.73
Wyoming,WY,56,2007,9.07,518.93,290.21,173.13
Wyoming,WY,56,2008,2.03,529.44,296.08,176.64
Wyoming,WY,56,2009,-2.41,516.67,288.95,172.38
Wyoming,WY,56,2010,-3.56,498.29,278.67,166.25
Wyoming,WY,56,2011,-1.57,490.45,274.28,163.63
Wyoming,WY,56,2012,0.96,495.15,276.91,165.2
Wyoming,WY,56,2013,2.21,506.1,283.03,168.85
Wyoming,WY,56,2014,3.4,523.29,292.65,174.59
Wyoming,WY,56,2015,3.14,539.7,301.83,180.06
Wyoming,WY,56,2016,1.83,549.56,307.34,183.35
Wyoming,WY,56,2017,1.46,557.6,311.84,186.04
Wyoming,WY,56,2018,3.77,578.62,323.59,193.05
Wyoming,WY,56,2019,4.11,602.41,336.89,200.98
Wyoming,WY,56,2020,4.08,626.98,350.64,209.18
