CA,1998,4,232.04
CA,1999,1,235.53
CA,1999,2,239.55
CA,1999,3,245.06
CA,1999,4,250.26
CA,2000,1,261.14
CA,2000,2,268.16
CA,2000,3,277.16
CA,2000,4,285.73
CA,2001,1,296.77
CA,2001,2,305.85
CA,2001,3,312.28
CA,2001,4,316.67
CA,2002,1,325.13
CA,2002,2,336.17
CA,2002,3,348.82
CA,2002,4,359.02
CA,2003,1,367.31
CA,2003,2,374.2
CA,2003,3,386.88
CA,2003,4,411.64
CA,2004,1,424.9
CA,2004,2,451.49
CA,2004,3,497.42
CA,2004,4,516.52
CA,2005,1,539.06
CA,2005,2,570.65
CA,2005,3,599.09
CA,2005,4,625.83
CA,2006,1,638.76
CA,2006,2,644.62
CA,2006,3,646.77
CA,2006,4,642.99
CA,2007,1,634.24
CA,2007,2,623.57
CA,2007,3,600.28
CA,2007,4,575.88
CA,2008,1,543.64
CA,2008,2,498.77
CA,2008,3,461
CA,2008,4,445.11
CA,2009,1,441.1
CA,2009,2,420.96
CA,2009,3,411.69
CA,2009,4,413.02
CA,2010,1,409.99
CA,2010,2,408.8
CA,2010,3,411.02
CA,2010,4,406.49
CA,2011,1,392.02
CA,2011,2,385.74
CA,2011,3,387.32
CA,2011,4,386.13
CA,2012,1,381.82
CA,2012,2,382.48
CA,2012,3,391.37
CA,2012,4,399.68
CA,2013,1,408.13
CA,2013,2,426.96
CA,2013,3,448.21
CA,2013,4,463.1
CA,2014,1,472.74
CA,2014,2,485.49
CA,2014,3,495.65
CA,2014,4,501.24
CA,2015,1,506.41
CA,2015,2,517.86
CA,2015,3,531.11
CA,2015,4,538.4
CA,2016,1,545.42
CA,2016,2,555.01
CA,2016,3,567.12
CA,2016,4,573.94
CA,2017,1,580.17
CA,2017,2,592.22
CA,2017,3,603.94
CA,2017,4,612.69
CA,2018,1,623.13
CA,2018,2,635.07
CA,2018,3,643.12
CA,2018,4,643.03
CA,2019,1,647.02
CA,2019,2,653.52
CA,2019,3,660.37
CA,2019,4,664.51
CA,2020,1,670.69
CA,2020,2,678.29
CA,2020,3,686.37
CA,2020,4,700.35
CA,2021,1,719.15
CA,2021,2,760.94
CA,2021,3,800.74
CO,1975,1,54.36
CO,1975,2,54.66
CO,1975,3,54.73
CO,1975,4,54.9
CO,1976,1,54.79
CO,1976,2,59.81
CO,1976,3,59.55
CO,1976,4,61.99
CO,1977,1,64.9
CO,1977,2,65.55
CO,1977,3,68.94
CO,1977,4,72.97
CO,1978,1,75.9
CO,1978,2,79.83
CO,1978,3,84.02
CO,1978,4,87.39
CO,1979,1,91.69
CO,1979,2,94.43
CO,1979,3,97.46
CO,1979,4,99.33
CO,1980,1,100
CO,1980,2,102.21
CO,1980,3,107.13
CO,1980,4,106.51
CO,1981,1,106.49
CO,1981,2,108.52
CO,1981,3,114.58
CO,1981,4,110.45
CO,1982,1,119.64
CO,1982,2,120.89
CO,1982,3,122.53
CO,1982,4,126.52
CO,1983,1,126.13
CO,1983,2,125.15
CO,1983,3,126.53
CO,1983,4,122
CO,1984,1,126.19
CO,1984,2,125.52
CO,1984,3,125.72
CO,1984,4,123.45
CO,1985,1,126.32
